ATM_ID,Date,Total_Cash,Withdrawal_Amount,Deposit_Amount,Transaction_Count,Day_of_Week,Remaining_Cash,Cash_Out
ATM_36,2024-11-01,257657,48731,8288,69,Friday,217214,0
ATM_19,2024-07-27,52237,1359,2428,98,Saturday,53306,0
ATM_26,2024-10-30,151778,11258,17373,198,Wednesday,157893,0
ATM_3,2024-03-13,115263,41672,2851,35,Wednesday,76442,0
ATM_19,2024-06-01,251052,45006,4493,50,Saturday,210539,0
ATM_20,2024-05-14,70852,16092,675,68,Tuesday,55435,0
ATM_32,2024-12-27,186830,49985,566,164,Friday,137411,0
ATM_7,2024-09-20,282952,5181,7756,57,Friday,285527,0
ATM_41,2024-08-03,225394,46161,11808,188,Saturday,191041,0
ATM_33,2024-07-27,95003,1062,18988,94,Saturday,112929,0
ATM_40,2024-07-22,135895,6424,17137,194,Monday,146608,0
ATM_39,2024-04-19,59176,14376,4590,46,Friday,49390,0
ATM_18,2024-01-31,79658,41134,12436,154,Wednesday,50960,0
ATM_40,2024-01-12,175038,38623,4330,49,Friday,140745,0
ATM_1,2024-05-06,186746,16068,11841,187,Monday,182519,0
ATM_11,2024-11-08,198982,9665,3382,147,Friday,192699,0
ATM_28,2024-07-12,77948,13040,14203,169,Friday,79111,0
ATM_25,2024-05-19,237013,14913,4656,152,Sunday,226756,0
ATM_50,2024-01-27,247644,24844,12190,118,Saturday,234990,0
ATM_23,2024-02-15,77749,30311,10088,38,Thursday,57526,0
ATM_31,2024-05-14,142356,19335,11601,16,Tuesday,134622,0
ATM_30,2024-11-12,178390,20518,8166,108,Tuesday,166038,0
ATM_42,2024-02-27,76678,16924,7351,91,Tuesday,67105,0
ATM_35,2024-01-13,248838,10269,11494,35,Saturday,250063,0
ATM_7,2024-04-09,198498,17749,5188,107,Tuesday,185937,0
ATM_16,2024-02-18,95418,17862,11676,199,Sunday,89232,0
ATM_26,2024-10-17,221781,4602,10844,58,Thursday,228023,0
ATM_48,2024-04-03,175400,33339,18013,165,Wednesday,160074,0
ATM_49,2024-04-04,209752,17292,18736,99,Thursday,211196,0
ATM_2,2024-05-24,159203,39556,19128,64,Friday,138775,0
ATM_1,2024-03-12,187240,12885,18459,43,Tuesday,192814,0
ATM_48,2024-01-10,280705,25920,9761,65,Wednesday,264546,0
ATM_12,2024-06-10,250263,16998,726,159,Monday,233991,0
ATM_5,2024-08-01,284929,14453,10991,33,Thursday,281467,0
ATM_37,2024-01-04,228148,12423,3925,141,Thursday,219650,0
ATM_32,2024-08-11,153845,30551,8683,106,Sunday,131977,0
ATM_9,2024-01-29,152209,26253,13675,105,Monday,139631,0
ATM_41,2024-10-28,51080,45597,14845,153,Monday,20328,0
ATM_35,2024-07-21,127333,11682,4534,35,Sunday,120185,0
ATM_19,2024-03-17,231047,23644,8595,199,Sunday,215998,0
ATM_48,2024-02-28,168307,12378,9211,169,Wednesday,165140,0
ATM_16,2024-07-14,86018,23701,6309,149,Sunday,68626,0
ATM_3,2024-11-17,248723,25750,8343,196,Sunday,231316,0
ATM_20,2024-04-16,135487,4764,17313,23,Tuesday,148036,0
ATM_24,2024-12-07,153424,4179,10956,156,Saturday,160201,0
ATM_33,2024-01-09,123775,23870,17126,57,Tuesday,117031,0
ATM_24,2024-01-20,264432,1731,9962,155,Saturday,272663,0
ATM_11,2024-05-28,61927,2323,2809,129,Tuesday,62413,0
ATM_49,2024-01-17,50944,35194,8258,171,Wednesday,24008,0
ATM_8,2024-01-12,102420,24910,9507,118,Friday,87017,0
ATM_36,2024-03-22,69503,24220,1390,169,Friday,46673,0
ATM_38,2024-03-07,203528,8808,8545,194,Thursday,203265,0
ATM_40,2024-05-12,60175,19008,4832,199,Sunday,45999,0
ATM_20,2024-02-22,206002,23545,8152,193,Thursday,190609,0
ATM_35,2024-07-24,184377,14078,19204,81,Wednesday,189503,0
ATM_48,2024-08-20,261953,26255,17857,135,Tuesday,253555,0
ATM_25,2024-02-23,177412,22026,9208,110,Friday,164594,0
ATM_35,2024-03-08,235019,11210,17026,162,Friday,240835,0
ATM_25,2024-10-17,281293,7914,17509,183,Thursday,290888,0
ATM_29,2024-12-09,89537,33062,3729,170,Monday,60204,0
ATM_18,2024-06-17,160681,45079,14724,55,Monday,130326,0
ATM_46,2024-06-09,83136,45688,1323,84,Sunday,38771,0
ATM_18,2024-01-15,208634,1540,18319,72,Monday,225413,0
ATM_2,2024-07-09,280568,11988,5884,191,Tuesday,274464,0
ATM_35,2024-01-15,297146,32470,13523,148,Monday,278199,0
ATM_16,2024-10-13,226025,40929,8523,186,Sunday,193619,0
ATM_41,2024-12-28,257802,49845,18680,158,Saturday,226637,0
ATM_36,2024-01-10,125624,15608,9909,158,Wednesday,119925,0
ATM_33,2024-02-26,270336,16909,16446,60,Monday,269873,0
ATM_4,2024-07-17,232771,39812,18642,67,Wednesday,211601,0
ATM_33,2024-06-09,293844,20210,1191,151,Sunday,274825,0
ATM_14,2024-09-19,264545,16695,12764,150,Thursday,260614,0
ATM_21,2024-09-09,200266,34951,3676,43,Monday,168991,0
ATM_48,2024-04-28,130312,46192,16296,106,Sunday,100416,0
ATM_20,2024-03-20,290600,25708,17748,154,Wednesday,282640,0
ATM_8,2024-05-03,148415,4584,17492,53,Friday,161323,0
ATM_7,2024-11-08,135992,45086,9324,81,Friday,100230,0
ATM_3,2024-03-12,264055,34337,18057,98,Tuesday,247775,0
ATM_17,2024-06-16,234421,2808,15641,26,Sunday,247254,0
ATM_33,2024-10-10,280768,31324,17677,99,Thursday,267121,0
ATM_48,2024-02-05,133117,1170,11363,78,Monday,143310,0
ATM_12,2024-11-07,111241,3899,1685,30,Thursday,109027,0
ATM_22,2024-06-23,279716,9138,18884,27,Sunday,289462,0
ATM_22,2024-07-17,251623,9588,2147,195,Wednesday,244182,0
ATM_46,2024-04-25,178923,37441,12335,178,Thursday,153817,0
ATM_30,2024-11-10,85629,7732,9333,148,Sunday,87230,0
ATM_38,2024-08-07,226323,45438,17391,85,Wednesday,198276,0
ATM_38,2024-03-06,63895,13889,15502,98,Wednesday,65508,0
ATM_45,2024-09-21,239621,21154,13318,70,Saturday,231785,0
ATM_8,2024-05-13,295488,22857,4960,111,Monday,277591,0
ATM_27,2024-04-28,277104,25090,13381,42,Sunday,265395,0
ATM_27,2024-05-01,180370,3444,19951,105,Wednesday,196877,0
ATM_34,2024-11-16,145344,33876,5526,123,Saturday,116994,0
ATM_21,2024-03-27,108918,27926,13614,99,Wednesday,94606,0
ATM_30,2024-10-15,299066,29956,11444,136,Tuesday,280554,0
ATM_33,2024-05-16,193864,11441,19264,20,Thursday,201687,0
ATM_28,2024-02-22,113406,8297,5747,74,Thursday,110856,0
ATM_47,2024-07-23,65430,9764,11967,160,Tuesday,67633,0
ATM_33,2024-12-13,89130,29472,12589,11,Friday,72247,0
ATM_5,2024-02-20,223572,31492,6050,165,Tuesday,198130,0
ATM_48,2024-11-22,178752,19388,5760,99,Friday,165124,0
ATM_19,2024-02-09,252916,665,5941,72,Friday,258192,0
ATM_4,2024-09-06,119120,38942,8683,132,Friday,88861,0
ATM_35,2024-08-05,111397,2136,19907,31,Monday,129168,0
ATM_49,2024-06-27,171212,31082,19119,102,Thursday,159249,0
ATM_17,2024-02-08,104455,12917,11833,131,Thursday,103371,0
ATM_44,2024-07-01,101078,38532,7806,61,Monday,70352,0
ATM_28,2024-08-11,81088,16493,5526,142,Sunday,70121,0
ATM_30,2024-06-12,250127,10256,17801,48,Wednesday,257672,0
ATM_29,2024-08-21,293719,48225,12223,172,Wednesday,257717,0
ATM_46,2024-07-11,287163,26904,15532,61,Thursday,275791,0
ATM_6,2024-03-25,190669,3743,5773,151,Monday,192699,0
ATM_35,2024-08-30,286925,33098,19743,91,Friday,273570,0
ATM_41,2024-06-21,52013,8817,17293,107,Friday,60489,0
ATM_37,2024-02-06,279823,2786,6474,119,Tuesday,283511,0
ATM_24,2024-03-27,133640,47598,13613,106,Wednesday,99655,0
ATM_29,2024-05-08,143979,40942,5235,196,Wednesday,108272,0
ATM_49,2024-07-12,194537,23828,4401,23,Friday,175110,0
ATM_46,2024-11-14,267085,47291,12576,164,Thursday,232370,0
ATM_31,2024-02-12,246641,24269,14122,155,Monday,236494,0
ATM_35,2024-12-21,165184,12300,11439,49,Saturday,164323,0
ATM_33,2024-06-07,208559,47203,11309,12,Friday,172665,0
ATM_21,2024-04-14,179045,27226,1800,60,Sunday,153619,0
ATM_32,2024-08-16,248011,48541,1989,23,Friday,201459,0
ATM_23,2024-08-04,53219,30236,17227,69,Sunday,40210,0
ATM_33,2024-09-20,189149,36925,16749,144,Friday,168973,0
ATM_3,2024-02-18,183782,22035,9294,161,Sunday,171041,0
ATM_18,2024-12-17,207250,40772,16296,127,Tuesday,182774,0
ATM_25,2024-05-02,96994,38879,5949,125,Thursday,64064,0
ATM_42,2024-10-29,161181,23878,10454,103,Tuesday,147757,0
ATM_31,2024-01-25,279095,8941,6000,13,Thursday,276154,0
ATM_3,2024-05-10,285046,49558,7168,37,Friday,242656,0
ATM_40,2024-08-11,194036,45448,6615,136,Sunday,155203,0
ATM_46,2024-04-08,268210,26877,7193,103,Monday,248526,0
ATM_24,2024-12-17,78288,27308,17941,187,Tuesday,68921,0
ATM_50,2024-10-16,80714,16339,7140,69,Wednesday,71515,0
ATM_32,2024-07-15,53602,14547,17611,93,Monday,56666,0
ATM_47,2024-04-18,138024,35389,144,170,Thursday,102779,0
ATM_22,2024-12-13,54096,27214,2867,159,Friday,29749,0
ATM_23,2024-08-07,150638,2431,17276,121,Wednesday,165483,0
ATM_2,2024-09-20,121652,32758,17523,137,Friday,106417,0
ATM_27,2024-07-26,262147,15109,3212,81,Friday,250250,0
ATM_42,2024-11-14,79610,3902,1076,73,Thursday,76784,0
ATM_2,2024-03-22,116815,29211,8574,74,Friday,96178,0
ATM_26,2024-01-25,299005,23885,4265,90,Thursday,279385,0
ATM_17,2024-07-04,153253,3767,1642,166,Thursday,151128,0
ATM_40,2024-01-08,115585,1103,2804,16,Monday,117286,0
ATM_33,2024-05-03,88419,39404,1811,95,Friday,50826,0
ATM_9,2024-05-28,273848,27904,1423,22,Tuesday,247367,0
ATM_43,2024-04-07,179213,33233,3835,87,Sunday,149815,0
ATM_48,2024-08-03,92734,17559,11697,197,Saturday,86872,0
ATM_39,2024-04-10,171898,20624,1384,134,Wednesday,152658,0
ATM_29,2024-08-05,168276,14138,8182,148,Monday,162320,0
ATM_42,2024-09-15,283422,43032,12713,152,Sunday,253103,0
ATM_26,2024-12-21,263057,5761,258,99,Saturday,257554,0
ATM_35,2024-01-11,187611,12263,6911,52,Thursday,182259,0
ATM_50,2024-02-28,71754,17220,16211,183,Wednesday,70745,0
ATM_25,2024-09-06,54223,27040,14376,27,Friday,41559,0
